2022-05-19 20:04:57,606 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/CompatibilityModelMapperImpl.class]
2022-05-19 20:04:57,607 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ParameterMapperImpl.class]
2022-05-19 20:04:57,608 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ModelMapperImpl.class]
2022-05-19 20:04:57,608 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/RequestParameterMapperImpl.class]
2022-05-19 20:04:57,609 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ModelSpecificationMapperImpl.class]
2022-05-19 20:04:57,609 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/LicenseMapperImpl.class]
2022-05-19 20:04:57,610 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/SecurityMapperImpl.class]
2022-05-19 20:04:57,627 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger2/3.0.0/7bcb18d496576eff76ef7bb72684e149cbb75c1d/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/web/Swagger2ControllerWebMvc.class]
2022-05-19 20:04:57,645 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/OpenApiSchemaPropertyBuilder.class]
2022-05-19 20:04:57,645 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/ApiModelPropertyPropertyBuilder.class]
2022-05-19 20:04:57,646 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/ApiModelTypeNameProvider.class]
2022-05-19 20:04:57,646 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/ApiModelBuilder.class]
2022-05-19 20:04:57,649 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationImplicitParameterReader.class]
2022-05-19 20:04:57,649 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/VendorExtensionsReader.class]
2022-05-19 20:04:57,650 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerOperationResponseClassReader.class]
2022-05-19 20:04:57,650 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerOperationModelsProvider.class]
2022-05-19 20:04:57,651 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OpenApiOperationAuthReader.class]
2022-05-19 20:04:57,651 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerMediaTypeReader.class]
2022-05-19 20:04:57,651 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationHttpMethodReader.class]
2022-05-19 20:04:57,652 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationImplicitParametersReader.class]
2022-05-19 20:04:57,652 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationAuthReader.class]
2022-05-19 20:04:57,652 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationHiddenReader.class]
2022-05-19 20:04:57,653 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationSummaryReader.class]
2022-05-19 20:04:57,653 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OpenApiOperationTagsReader.class]
2022-05-19 20:04:57,653 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerResponseMessageReader.class]
2022-05-19 20:04:57,654 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationNicknameIntoUniqueIdReader.class]
2022-05-19 20:04:57,654 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationPositionReader.class]
2022-05-19 20:04:57,655 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OpenApiResponseReader.class]
2022-05-19 20:04:57,655 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationNotesReader.class]
2022-05-19 20:04:57,656 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerOperationTagsReader.class]
2022-05-19 20:04:57,656 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/parameter/ApiParamParameterBuilder.class]
2022-05-19 20:04:57,656 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/parameter/SwaggerExpandedParameterBuilder.class]
2022-05-19 20:04:57,657 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/parameter/OpenApiParameterBuilder.class]
2022-05-19 20:04:57,661 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/web/SwaggerApiListingReader.class]
2022-05-19 20:04:57,664 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/web/InMemorySwaggerResourcesProvider.class]
2022-05-19 20:04:57,664 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-swagger-common/3.0.0/2e2fae840984cfcabfd50e1b4b1c23422135ba12/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/web/ApiResourceController.class]
2022-05-19 20:04:57,688 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiListingReferenceScanner.class]
2022-05-19 20:04:57,688 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiDocumentationScanner.class]
2022-05-19 20:04:57,688 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiDescriptionReader.class]
2022-05-19 20:04:57,689 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiListingReader.class]
2022-05-19 20:04:57,689 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiModelSpecificationReader.class]
2022-05-19 20:04:57,690 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/CachingOperationReader.class]
2022-05-19 20:04:57,690 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/MediaTypeReader.class]
2022-05-19 20:04:57,691 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiListingScanner.class]
2022-05-19 20:04:57,691 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiModelReader.class]
2022-05-19 20:04:57,692 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/scanners/ApiDescriptionLookup.class]
2022-05-19 20:04:57,693 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationModelsProvider.class]
2022-05-19 20:04:57,694 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationDeprecatedReader.class]
2022-05-19 20:04:57,694 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/ResponseMessagesReader.class]
2022-05-19 20:04:57,696 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterReader.class]
2022-05-19 20:04:57,696 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationTagsReader.class]
2022-05-19 20:04:57,697 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/ApiOperationReader.class]
2022-05-19 20:04:57,697 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/DefaultOperationReader.class]
2022-05-19 20:04:57,697 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterRequestConditionReader.class]
2022-05-19 20:04:57,697 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterHeadersConditionReader.class]
2022-05-19 20:04:57,697 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/ContentParameterAggregator.class]
2022-05-19 20:04:57,698 [39mDEBUG[0;39m [main] [/] - Identified candidate component class: URL [jar:file:/Users/Dmitry_Khodakovsky/.gradle/caches/modules-2/files-2.1/io.springfox/springfox-spring-web/3.0.0/a76f2fbe805bfd2798e20dc8f2cfbfad554d52da/springfox-spring-web-3.0.0.jar!/springfox/documentation/spring/web/readers/operation/OperationResponseClassReader.class]
